"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SL","2025-06-29","87.3","-1.96","5.64","Gowdy, Kevin",663714,666151,"field_out","hit_into_play",,,,,7,"Matt Kroon pops out softly to second baseman Orelvis Martinez.","R","R","R","BUF","LHV","X",4,"popup",1,2,2025,"0.8","-0.39","-0.4","1.62",,680709,684081,2,7,"Top",146.67,137.63,,,,,2.114382862457892,-127.20532280027535,-2.7361459635861025,8.23400748630415,27.032608488140813,-35.98373593043561,"3.25","1.64",166,"60.8",47,"87.7",1882,"6.6",781724,645305,694388,682619,683021,687069,682818,683770,694661,"53.92",0.174,0.168,"0",1,0,0,3,52,4,"Slider",3,2,2,3,2,3,2,3,"Standard","Strategic",33,"0.084","-0.211",,,0.206,"0.211","88.0",1,-1,"0.71","0.29",27,28,28,29,1,2,,,,,"3.38","-0.8","-0.8",,,,,,
"SI","2025-06-29","95.9","-1.78","5.64","Gowdy, Kevin",663714,666151,,"called_strike",,,,,8,"Matt Kroon pops out softly to second baseman Orelvis Martinez.","R","R","R","BUF","LHV","S",,,1,1,2025,"-1.13","0.37","0.22","1.89",,680709,684081,2,7,"Top",,,,,,,7.871892191174206,-139.48525319023562,-5.213116518598244,-16.510322752061658,28.959058054196742,-26.39333599238666,"3.25","1.64",,,,"96.6",2102,"6.5",781724,645305,694388,682619,683021,687069,682818,683770,694661,"53.97",,,,,,,,52,3,"Sinker",3,2,2,3,2,3,2,3,"Standard","Strategic",232,"0","-0.072",,,,"0.072",,1,-1,"0.71","0.29",27,28,28,29,1,2,,,,,"2.1","1.13","1.13",,,,,,
"SI","2025-06-29","93.9","-2.37","5.49","Gowdy, Kevin",663714,666151,,"foul",,,,,7,"Matt Kroon pops out softly to second baseman Orelvis Martinez.","R","R","R","BUF","LHV","S",,,1,0,2025,"-1.14","0.09","-0.4","1.75",,680709,684081,2,7,"Top",,,,,,,7.657846718166998,-136.7095436891811,-4.269549740485412,-15.939827588248548,26.13774770877906,-30.40842668548587,"3.25","1.64",3,"60.4",-31,"94.9",2223,"6.5",781724,645305,694388,682619,683021,687069,682818,683770,694661,"53.97",,,,,,,,52,2,"Sinker",3,2,2,3,2,3,2,3,"Standard","Strategic",240,"0","-0.057",,,,"0.057","88.0",1,-1,"0.71","0.29",27,28,28,29,1,2,,,,,"2.47","1.14","1.14",,,,,,
"FC","2025-06-29","89.6","-2.1","5.63","Gowdy, Kevin",663714,666151,,"ball",,,,,13,"Matt Kroon pops out softly to second baseman Orelvis Martinez.","R","R","R","BUF","LHV","B",,,0,0,2025,"-0.11","0.33","-0.92","2.02",,680709,684081,2,7,"Top",,,,,,,3.1778276485996466,-130.66373403614114,-3.7457637828739245,-1.8571049274737765,23.477050239231367,-27.83182981236833,"3.25","1.64",,,,"90.6",2345,"6.4",781724,645305,694388,682619,683021,687069,682818,683770,694661,"54.06",,,,,,,,52,1,"Cutter",3,2,2,3,2,3,2,3,"Standard","Standard",257,"0","0.04",,,,"-0.04",,1,-1,"0.71","0.29",27,28,28,29,1,2,,,,,"2.46","0.11","0.11",,,,,,
"FC","2025-06-26","89.8","-1.86","5.72","Gowdy, Kevin",672463,666151,"field_out","hit_into_play",,,,,6,"Rafael Lantigua grounds out, third baseman Michael Stefanic to first baseman Joey Loperfido.","R","R","R","BUF","LHV","X",5,"ground_ball",1,2,2025,"0.03","0.33","0.56","2.11",640458,677007,666801,2,9,"Top",111.46,172.87,,,,,5.969865060555522,-130.7218067196191,-3.7382912967367106,-0.8171931990825614,24.912701524945504,-27.803326951165047,"2.98","1.5",3,"77",-37,"90.6",2311,"6.6",781727,645305,694388,682619,683021,677870,682818,683770,694661,"53.95",0.069,0.062,"0",1,0,0,2,91,4,"Cutter",8,12,12,8,12,8,12,8,"Standard","Standard",243,"0.004","-0.187",,,0.069,"0.187","88.0",-4,4,"0.012","0.988",27,27,28,27,1,5,,,,,"2.47","-0.03","-0.03",,,,,,
"FC","2025-06-26","88.9","-1.72","5.75","Gowdy, Kevin",672463,666151,,"ball",,,,,14,"Rafael Lantigua grounds out, third baseman Michael Stefanic to first baseman Joey Loperfido.","R","R","R","BUF","LHV","B",,,0,2,2025,"0.01","0.21","1.18","1.89",640458,677007,666801,2,9,"Top",,,,,,,7.131168604324153,-129.42239950438383,-3.964185306396059,-1.1682660090070702,23.78667966100376,-29.233129676846065,"2.98","1.5",,,,"89.9",2239,"6.6",781727,645305,694388,682619,683021,677870,682818,683770,694661,"53.89",,,,,,,,91,3,"Cutter",8,12,12,8,12,8,12,8,"Standard","Standard",39,"0","0.056",,,,"-0.056",,-4,4,"0.012","0.988",27,27,28,27,1,5,,,,,"2.64","-0.01","-0.01",,,,,,
"FC","2025-06-26","90.4","-1.89","5.78","Gowdy, Kevin",672463,666151,,"called_strike",,,,,3,"Rafael Lantigua grounds out, third baseman Michael Stefanic to first baseman Joey Loperfido.","R","R","R","BUF","LHV","S",,,0,1,2025,"0.02","0.3","0.64","2.91",640458,677007,666801,2,9,"Top",,,,,,,6.274135763931934,-131.70040050258046,-1.9263408216932372,-0.9598759287323814,25.204847710562618,-28.493338635657032,"2.98","1.5",,,,"91.2",2278,"6.5",781727,645305,694388,682619,683021,677870,682818,683770,694661,"54.03",,,,,,,,91,2,"Cutter",8,12,12,8,12,8,12,8,"Standard","Standard",250,"0","-0.075",,,,"0.075",,-4,4,"0.012","0.988",27,27,28,27,1,5,,,,,"2.46","-0.02","-0.02",,,,,,
"FC","2025-06-26","90","-1.87","5.63","Gowdy, Kevin",672463,666151,,"called_strike",,,,,5,"Rafael Lantigua grounds out, third baseman Michael Stefanic to first baseman Joey Loperfido.","R","R","R","BUF","LHV","S",,,0,0,2025,"0.03","0.18","0.06","2.42",640458,677007,666801,2,9,"Top",,,,,,,4.746689652166113,-131.10805822285897,-2.4066329672831177,-0.6795562762503119,27.04730405794226,-29.827225045184203,"2.98","1.5",,,,"90.5",2268,"6.5",781727,645305,694388,682619,683021,677870,682818,683770,694661,"54",,,,,,,,91,1,"Cutter",8,12,12,8,12,8,12,8,"Standard","Standard",241,"0","-0.075",,,,"0.075",,-4,4,"0.012","0.988",27,27,28,27,1,5,,,,,"2.62","-0.03","-0.03",,,,,,
"FC","2025-06-26","88.8","-2.39","5.65","Gowdy, Kevin",666801,666151,"hit_by_pitch","hit_by_pitch",,,,,11,"Rodolfo Castro hit by pitch. Óscar Mercado to 3rd. Josh Breaux to 2nd.","R","R","R","BUF","LHV","B",,,0,0,2025,"-0.05","0.3","-2.79","4.28",,640458,677007,2,9,"Top",,,,,,,-0.8928847051412209,-129.41452547022084,1.9839388507773545,-0.36843662227631824,24.572614472238456,-29.34288488781742,"3.21","1.62",,,,"89.3",2234,"6.3",781727,645305,694388,682619,683021,677870,682818,683770,694661,"54.17",,0.725164,"0.7",1,0,0,,90,1,"Cutter",8,12,12,8,12,8,12,8,"Standard","Strategic",192,"-0.001","0.239",,,,"-0.239",,-4,4,"0.013","0.987",27,26,28,26,1,5,,,,,"2.56","0.05","0.05",,,,,,
"SI","2025-06-26","96.4","-2.15","5.65","Gowdy, Kevin",677007,666151,"walk","blocked_ball",,,,,14,"Josh Breaux walks.","R","R","R","BUF","LHV","B",,,3,1,2025,"-1.33","-0.18","0.84","0.67",,640458,,2,9,"Top",,,,,,,10.961897697704794,-139.7695211453849,-7.222860822920321,-19.960928398885358,32.8926986751058,-32.91919794404241,"3.25","1.64",,,,"96.3",2085,"6.5",781727,645305,694388,682619,683021,677870,682818,683770,694661,"53.98",,0.693921,"0.7",1,0,0,,89,5,"Sinker",8,12,12,8,12,8,12,8,"Strategic","Standard",236,"-0.001","0.085",,,,"-0.085",,-4,4,"0.014","0.986",27,27,28,28,1,5,,,,,"2.66","1.33","1.33",,,,,,
